,Order_ID,Customer_Name,Email,City,Order_Date,Total_Spend
0,5275,Customer_275,user_275@provider.com,New York,02-Aug-24,968.56
1,5093,  Customer_93  ,user_93@provider.com,NYC,19-Aug-24,979.01
2,5006,Customer_6,user_6@provider.com,NY,01/08/2024,
3,5167,Customer_167,user_167@provider.com,Chicago,2024-05-01,1139.36
4,5090,Customer_90,user_90@provider.com,NYC,10/09/2024,409.03
5,5007,Customer_7,user_7@provider.com,CHI,2024-10-28,983.02
6,5362,Customer_362,user_362@provider.com,New York,24-Feb-24,413.6
7,5228,Customer_228,user_228@provider.com,New York,11-May-24,423.25
8,5192,Customer_192,user_192@provider.com,LA,2024-12-16,119.03
9,5482,Customer_482,,chicago,03/07/2024,1104.77
10,5218,Customer_218,user_218@provider.com,Chicago,11-Jan-24,1199.52
11,5180,Customer_180,user_180@provider.com,CHI,27-Jul-24,325.21
12,5307,Customer_307,user_307@provider.com,CHI,14-Mar-24,605.44
13,5234,Customer_234,user_234@provider.com,NYC,02-Sep-24,527.65
14,5010,Customer_10,user_10@provider.com,los angeles,12/13/2024,99999.99
15,5381,Customer_381,user_381@provider.com,New York,2024-05-01,869.86
16,5371,Customer_371,user_371@provider.com,new york city,2024-10-17,706.69
17,5030,Customer_30,user_30@provider.com,LA,2024-09-03,294.4
18,5494,Customer_494,user_494@provider.com,Chicago,2024-11-24,352.21
19,5137,Customer_137,user_137@provider.com,Chicago,20-Jul-24,798.19
20,5155,Customer_155,user_155@provider.com,LA,04-Jul-24,1144.06
21,5084,Customer_84,user_84@provider.com,NYC,06/21/2024,949.4
22,5117,Customer_117,user_117@provider.com,new york city,2024-03-07,408.33
23,5172,Customer_172,user_172@provider.com,Chicago,11/15/2024,486.67
24,5323,Customer_323,user_323@provider.com,chicago,2024-04-11,1018.9
25,5331,Customer_331,user_331@provider.com,LA,05-Jan-24,
26,5079,  Customer_79  ,user_79@provider.com,Los Angeles,06/18/2024,572.11
27,5452,  Customer_452  ,user_452@provider.com,chicago,15-Jan-24,302.31
28,5083,Customer_83,user_83@provider.com,New York,08/04/2024,34.25
29,5253,Customer_253,,NYC,11/01/2024,214.83
30,5249,Customer_249,user_249@provider.com,New York,2024-10-22,163.33
31,5340,Customer_340,user_340@provider.com,chicago,01/16/2024,1170.47
32,5333,Customer_333,user_333@provider.com,NYC,12/03/2024,102.14
33,5009,Customer_9,user_9@provider.com,chicago,07-Oct-24,179.0
34,5278,Customer_278,user_278@provider.com,New York,2024-12-14,101.47
35,5068,Customer_68,user_68@provider.com,LA,24-Oct-24,300.07
36,5417,Customer_417,user_417@provider.com,NYC,23-Jul-24,242.83
37,5203,Customer_203,user_203@provider.com,NY,09/05/2024,770.67
38,5393,Customer_393,user_393@provider.com,NYC,2024-01-05,386.73
39,5305,Customer_305,user_305@provider.com,chicago,12/18/2024,385.57
40,5299,Customer_299,user_299@provider.com,chicago,2024-11-14,744.22
41,5347,Customer_347,user_347@provider.com,Los Angeles,12/11/2024,618.31
42,5055,Customer_55,user_55@provider.com,NY,08/11/2024,71.58
43,5172,Customer_172,user_172@provider.com,Chicago,11/15/2024,486.67
44,5345,Customer_345,user_345@provider.com,NY,09-Mar-24,909.63
45,5158,Customer_158,user_158@provider.com,NY,2024-02-02,940.85
46,5222,Customer_222,user_222@provider.com,NY,17-Mar-24,990.66
47,5255,Customer_255,user_255@provider.com,los angeles,03/03/2024,197.72
48,5153,  Customer_153  ,user_153@provider.com,New York,09-Apr-24,964.3
49,5176,Customer_176,user_176@provider.com,CHI,07/11/2024,886.77
50,5210,  Customer_210  ,user_210@provider.com,Chicago,19-Oct-24,46.15
51,5289,Customer_289,user_289@provider.com,NY,09-Jan-24,169.96
52,5076,Customer_76,user_76@provider.com,new york city,28-May-24,1186.17
53,5447,Customer_447,user_447@provider.com,los angeles,01/12/2024,1120.63
54,5349,Customer_349,user_349@provider.com,NY,17-Aug-24,68.68
55,5148,Customer_148,user_148@provider.com,new york city,15-Jul-24,1176.33
56,5446,Customer_446,user_446@provider.com,LA,2024-08-15,653.21
57,5073,Customer_73,user_73@provider.com,new york city,2024-12-07,95.2
58,5002,Customer_2,user_2@provider.com,Los Angeles,21-Nov-24,562.09
59,5077,Customer_77,user_77@provider.com,Chicago,2024-10-26,671.67
60,5400,Customer_400,user_400@provider.com,new york city,10-Feb-24,886.97
61,5404,Customer_404,user_404@provider.com,los angeles,2024-10-02,400.18
62,5487,Customer_487,user_487@provider.com,Los Angeles,2024-12-17,1155.13
63,5297,Customer_297,user_297@provider.com,chicago,03-Nov-24,358.9
64,5063,  Customer_63  ,user_63@provider.com,Los Angeles,2024-10-05,
65,5483,  Customer_483  ,user_483@provider.com,Los Angeles,2024-08-07,1196.65
66,5281,Customer_281,user_281@provider.com,New York,2024-05-27,588.84
67,5070,  Customer_70  ,user_70@provider.com,Los Angeles,04-May-24,802.28
68,5173,Customer_173,user_173@provider.com,CHI,03/19/2024,784.73
69,5033,Customer_33,user_33@provider.com,NYC,04/03/2024,48.4
70,5072,Customer_72,user_72@provider.com,chicago,11/13/2024,1169.97
71,5078,Customer_78,user_78@provider.com,los angeles,2024-10-26,477.69
72,5000,Customer_0,user_0@provider.com,NY,06-Dec-24,1137.35
73,5011,Customer_11,user_11@provider.com,New York,2024-07-08,
74,5338,Customer_338,user_338@provider.com,CHI,11/17/2024,821.27
75,5022,  Customer_22  ,user_22@provider.com,los angeles,06-Aug-24,533.4
76,5478,Customer_478,user_478@provider.com,los angeles,22-Dec-24,1097.18
77,5490,Customer_490,user_490@provider.com,los angeles,2024-03-06,25.98
78,5104,Customer_104,user_104@provider.com,chicago,11/23/2024,66.91
79,5082,Customer_82,user_82@provider.com,LA,01/28/2024,315.58
80,5185,Customer_185,user_185@provider.com,Chicago,28-Nov-24,1101.03
81,5140,Customer_140,user_140@provider.com,CHI,28-May-24,519.95
82,5018,Customer_18,user_18@provider.com,New York,17-Nov-24,919.29
83,5356,Customer_356,user_356@provider.com,LA,14-Jul-24,403.64
84,5132,Customer_132,user_132@provider.com,LA,2024-07-16,728.91
85,5124,Customer_124,user_124@provider.com,Chicago,2024-03-09,1168.86
86,5101,Customer_101,user_101@provider.com,CHI,08-Feb-24,934.79
87,5039,Customer_39,user_39@provider.com,LA,2024-07-16,354.95
88,5470,Customer_470,user_470@provider.com,Los Angeles,03-Jun-24,395.58
89,5046,  Customer_46  ,user_46@provider.com,NY,11/22/2024,108.88
90,5314,Customer_314,user_314@provider.com,los angeles,09/21/2024,
91,5448,Customer_448,user_448@provider.com,chicago,2024-02-21,839.96
92,5365,Customer_365,user_365@provider.com,Los Angeles,09/18/2024,854.86
93,5177,Customer_177,user_177@provider.com,chicago,2024-11-04,606.37
94,5286,Customer_286,user_286@provider.com,new york city,24-Nov-24,885.03
95,5346,Customer_346,user_346@provider.com,new york city,19-Nov-24,250.88
96,5131,Customer_131,user_131@provider.com,Los Angeles,2024-08-04,108.53
97,5433,  Customer_433  ,user_433@provider.com,CHI,2024-03-09,464.94
98,5456,  Customer_456  ,user_456@provider.com,los angeles,02/26/2024,77.2
99,5069,Customer_69,user_69@provider.com,NYC,2024-02-25,508.63
100,5357,Customer_357,user_357@provider.com,NYC,02/11/2024,741.49
101,5423,Customer_423,user_423@provider.com,New York,02/08/2024,357.47
102,5334,Customer_334,user_334@provider.com,LA,08/25/2024,612.54
103,5227,Customer_227,user_227@provider.com,Chicago,03/03/2024,820.93
104,5434,Customer_434,user_434@provider.com,LA,2024-03-20,1176.49
105,5436,Customer_436,user_436@provider.com,NY,11/16/2024,1146.21
106,5208,Customer_208,user_208@provider.com,NYC,2024-05-27,179.57
107,5332,Customer_332,user_332@provider.com,NY,2024-07-17,670.57
108,5220,Customer_220,user_220@provider.com,NYC,22-Jul-24,637.95
109,5098,Customer_98,user_98@provider.com,Los Angeles,09-Jun-24,763.61
110,5324,Customer_324,user_324@provider.com,NY,10/01/2024,525.65
111,5184,Customer_184,user_184@provider.com,LA,2024-09-27,353.41
112,5497,Customer_497,user_497@provider.com,NYC,2024-04-18,600.29
113,5355,Customer_355,user_355@provider.com,NYC,07/11/2024,625.87
114,5320,Customer_320,user_320@provider.com,New York,05-Apr-24,790.3
115,5195,Customer_195,user_195@provider.com,CHI,2024-05-18,393.71
116,5335,  Customer_335  ,user_335@provider.com,Los Angeles,2024-09-19,
117,5492,Customer_492,user_492@provider.com,chicago,03/24/2024,142.15
118,5450,Customer_450,user_450@provider.com,NY,15-Jul-24,744.58
119,5374,Customer_374,user_374@provider.com,los angeles,28-Jun-24,830.33
120,5086,Customer_86,user_86@provider.com,LA,24-Mar-24,883.54
121,5431,Customer_431,user_431@provider.com,CHI,24-Jun-24,159.42
122,5075,Customer_75,user_75@provider.com,NYC,04-Apr-24,616.18
123,5457,  Customer_457  ,user_457@provider.com,New York,03-Dec-24,
124,5015,Customer_15,user_15@provider.com,NYC,2024-09-15,1017.38
125,5421,Customer_421,user_421@provider.com,NYC,27-Aug-24,1167.9
126,5182,Customer_182,user_182@provider.com,Los Angeles,06/09/2024,543.83
127,5473,  Customer_473  ,user_473@provider.com,los angeles,2024-11-13,121.01
128,5019,Customer_19,user_19@provider.com,CHI,10/11/2024,338.26
129,5397,Customer_397,user_397@provider.com,CHI,10/15/2024,933.34
130,5056,  Customer_56  ,user_56@provider.com,New York,07/09/2024,512.49
131,5239,  Customer_239  ,user_239@provider.com,new york city,2024-12-28,210.12
132,5342,Customer_342,user_342@provider.com,New York,08/23/2024,956.95
133,5440,Customer_440,user_440@provider.com,Los Angeles,28-Jun-24,861.26
134,5404,Customer_404,user_404@provider.com,los angeles,2024-10-02,400.18
135,5025,Customer_25,user_25@provider.com,chicago,2035-01-01,549.59
136,5261,Customer_261,user_261@provider.com,new york city,12-Oct-24,992.9
137,5042,Customer_42,user_42@provider.com,Los Angeles,18-Dec-24,179.47
138,5331,Customer_331,user_331@provider.com,LA,05-Jan-24,245.67
139,5271,Customer_271,user_271@provider.com,new york city,25-Dec-24,758.19
140,5209,Customer_209,user_209@provider.com,Los Angeles,05/24/2024,951.59
141,5287,Customer_287,user_287@provider.com,New York,28-Jul-24,1035.02
142,5126,Customer_126,user_126@provider.com,Los Angeles,05-Dec-24,604.57
143,5414,Customer_414,user_414@provider.com,New York,2024-01-14,777.32
144,5031,Customer_31,user_31@provider.com,Los Angeles,03/08/2024,1193.51
145,5113,Customer_113,user_113@provider.com,NY,05/10/2024,241.46
146,5360,Customer_360,user_360@provider.com,Chicago,2024-08-03,891.09
147,5290,Customer_290,user_290@provider.com,new york city,02/15/2024,454.09
148,5154,Customer_154,user_154@provider.com,chicago,2024-10-22,820.1
149,5057,Customer_57,user_57@provider.com,NYC,2024-05-27,955.77
150,5211,Customer_211,user_211@provider.com,NYC,2024-08-28,671.52
151,5024,Customer_24,user_24@provider.com,Chicago,27-Apr-24,278.12
152,5017,Customer_17,user_17@provider.com,chicago,08/05/2024,352.8
153,5245,Customer_245,user_245@provider.com,NY,14-Sep-24,1017.43
154,5066,Customer_66,user_66@provider.com,new york city,08/23/2024,523.65
155,5229,Customer_229,user_229@provider.com,NY,13-Dec-24,1055.38
156,5225,Customer_225,user_225@provider.com,los angeles,01-Aug-24,776.17
157,5094,Customer_94,user_94@provider.com,Chicago,11/13/2024,222.48
158,5462,Customer_462,user_462@provider.com,los angeles,06/10/2024,667.17
159,5284,Customer_284,user_284@provider.com,CHI,2024-02-15,385.41
160,5023,Customer_23,user_23@provider.com,NYC,08/15/2024,1136.5
161,5244,Customer_244,user_244@provider.com,NYC,2024-07-05,1075.49
162,5422,Customer_422,user_422@provider.com,NYC,06/03/2024,367.67
163,5375,Customer_375,user_375@provider.com,CHI,06/04/2024,46.58
164,5005,Customer_5,user_5@provider.com,new york city,2024-04-05,640.04
165,5116,Customer_116,user_116@provider.com,new york city,18-Dec-24,1040.97
166,5045,Customer_45,user_45@provider.com,CHI,01/13/2024,21.22
167,5407,Customer_407,user_407@provider.com,LA,2024-05-11,386.8
168,5016,Customer_16,user_16@provider.com,CHI,2024-09-08,1023.63
169,5484,Customer_484,user_484@provider.com,los angeles,2024-03-05,485.44
170,5370,  Customer_370  ,user_370@provider.com,Los Angeles,2024-05-12,1176.18
171,5003,  Customer_3  ,user_3@provider.com,NYC,2024-06-03,348.9
172,5274,Customer_274,user_274@provider.com,NYC,11/02/2024,587.29
173,5426,Customer_426,user_426@provider.com,LA,2024-12-11,390.69
174,5060,Customer_60,user_60@provider.com,NYC,2024-04-21,1087.6
175,5110,Customer_110,user_110@provider.com,new york city,09/12/2024,658.49
176,5329,Customer_329,user_329@provider.com,Los Angeles,04/19/2024,489.69
177,5272,Customer_272,user_272@provider.com,NYC,2024-11-27,358.26
178,5029,Customer_29,user_29@provider.com,los angeles,05/11/2024,609.88
179,5280,Customer_280,user_280@provider.com,New York,17-Jun-24,535.93
180,5411,Customer_411,user_411@provider.com,new york city,17-Apr-24,434.83
181,5026,Customer_26,user_26@provider.com,Los Angeles,2024-08-21,429.26
182,5007,Customer_7,user_7@provider.com,CHI,2024-10-28,983.02
183,5181,Customer_181,user_181@provider.com,NYC,2024-01-15,323.44
184,5472,Customer_472,user_472@provider.com,LA,21-May-24,1090.91
185,5108,Customer_108,user_108@provider.com,LA,22-May-24,625.73
186,5037,Customer_37,user_37@provider.com,los angeles,25-Jul-24,952.79
187,5157,Customer_157,user_157@provider.com,New York,2024-05-27,734.97
188,5488,Customer_488,user_488@provider.com,Los Angeles,11-Nov-24,
189,5118,Customer_118,user_118@provider.com,los angeles,12/16/2024,162.5
190,5114,  Customer_114  ,user_114@provider.com,New York,04-Apr-24,438.01
191,5425,  Customer_425  ,,los angeles,02/13/2024,850.41
192,5175,Customer_175,user_175@provider.com,Los Angeles,02/16/2024,149.44
193,5204,Customer_204,user_204@provider.com,New York,20-Apr-24,955.53
194,5369,Customer_369,user_369@provider.com,new york city,10-Jan-24,813.46
195,5144,Customer_144,user_144@provider.com,Los Angeles,11/07/2024,1045.99
196,5194,Customer_194,user_194@provider.com,chicago,2024-04-23,1016.94
197,5383,Customer_383,user_383@provider.com,chicago,2024-06-12,217.06
198,5395,Customer_395,user_395@provider.com,NY,02/09/2024,833.24
199,5376,Customer_376,,New York,10/08/2024,577.39
200,5486,Customer_486,user_486@provider.com,New York,25-Sep-24,1124.88
201,5238,Customer_238,user_238@provider.com,Chicago,25-Feb-24,196.32
202,5464,  Customer_464  ,user_464@provider.com,LA,2024-11-20,497.19
203,5141,Customer_141,user_141@provider.com,new york city,10-Jul-24,832.37
204,5406,Customer_406,user_406@provider.com,new york city,03/25/2024,637.69
205,5067,Customer_67,user_67@provider.com,LA,06-Jun-24,743.55
206,5231,Customer_231,user_231@provider.com,los angeles,28-Nov-24,773.16
207,5168,  Customer_168  ,user_168@provider.com,NY,22-Apr-24,455.84
208,5188,Customer_188,user_188@provider.com,NY,10/25/2024,1025.6
209,5237,Customer_237,user_237@provider.com,CHI,12/03/2024,162.13
210,5390,Customer_390,user_390@provider.com,LA,06/06/2024,1138.62
211,5311,Customer_311,user_311@provider.com,LA,04/15/2024,42.46
212,5193,Customer_193,user_193@provider.com,New York,21-Jan-24,823.09
213,5081,Customer_81,user_81@provider.com,NYC,09/21/2024,1177.53
214,5109,Customer_109,user_109@provider.com,NYC,16-Jun-24,1187.11
215,5262,Customer_262,user_262@provider.com,los angeles,05/23/2024,48.62
216,5145,Customer_145,user_145@provider.com,CHI,2024-11-03,432.78
217,5092,Customer_92,user_92@provider.com,LA,2024-05-15,662.03
218,5152,Customer_152,user_152@provider.com,CHI,03-Aug-24,445.52
219,5352,  Customer_352  ,user_352@provider.com,Los Angeles,25-Nov-24,576.39
220,5410,Customer_410,user_410@provider.com,Los Angeles,18-Jul-24,
221,5277,Customer_277,user_277@provider.com,CHI,02/10/2024,367.46
222,5083,Customer_83,,New York,08/04/2024,34.25
223,5103,Customer_103,user_103@provider.com,Los Angeles,04/23/2024,362.73
224,5165,Customer_165,user_165@provider.com,NY,10/02/2024,732.04
225,5163,Customer_163,user_163@provider.com,NYC,17-May-24,
226,5199,Customer_199,user_199@provider.com,New York,16-Mar-24,1071.23
227,5250,Customer_250,user_250@provider.com,CHI,2024-08-19,373.85
228,5074,  Customer_74  ,user_74@provider.com,CHI,23-Oct-24,638.38
229,5468,Customer_468,user_468@provider.com,Los Angeles,09-May-24,251.36
230,5234,Customer_234,user_234@provider.com,NYC,02-Sep-24,527.65
231,5498,Customer_498,user_498@provider.com,CHI,05/26/2024,1127.19
232,5119,  Customer_119  ,user_119@provider.com,chicago,19-Dec-24,451.1
233,5291,Customer_291,user_291@provider.com,NY,24-Nov-24,680.56
234,5432,Customer_432,user_432@provider.com,los angeles,2024-03-08,816.8
235,5455,Customer_455,user_455@provider.com,New York,03/02/2024,770.96
236,5367,Customer_367,user_367@provider.com,New York,28-Jun-24,981.66
237,5416,Customer_416,user_416@provider.com,NYC,14-Oct-24,737.94
238,5247,Customer_247,user_247@provider.com,CHI,2024-03-06,767.54
239,5265,Customer_265,user_265@provider.com,Los Angeles,28-Oct-24,698.47
240,5268,Customer_268,user_268@provider.com,los angeles,04/20/2024,508.66
241,5312,Customer_312,user_312@provider.com,NYC,04/28/2024,1135.1
242,5398,Customer_398,user_398@provider.com,los angeles,07-May-24,1105.82
243,5131,Customer_131,user_131@provider.com,Los Angeles,2024-08-04,108.53
244,5036,Customer_36,user_36@provider.com,NY,04/27/2024,785.2
245,5196,Customer_196,user_196@provider.com,NYC,2024-09-14,426.7
246,5139,Customer_139,user_139@provider.com,Los Angeles,07/15/2024,729.11
247,5388,Customer_388,user_388@provider.com,New York,2024-12-17,821.66
248,5438,Customer_438,user_438@provider.com,new york city,22-Aug-24,359.19
249,5301,Customer_301,user_301@provider.com,New York,2024-05-16,1040.39
250,5418,  Customer_418  ,user_418@provider.com,Chicago,2024-07-10,307.13
251,5059,  Customer_59  ,user_59@provider.com,NY,09/02/2024,146.37
252,5469,Customer_469,user_469@provider.com,CHI,2024-11-20,1157.24
253,5248,Customer_248,user_248@provider.com,NY,10/28/2024,667.75
254,5111,Customer_111,user_111@provider.com,CHI,12/18/2024,315.18
255,5089,Customer_89,user_89@provider.com,NY,14-Aug-24,886.2
256,5461,Customer_461,user_461@provider.com,LA,10/06/2024,21.14
257,5266,Customer_266,user_266@provider.com,Chicago,02-Dec-24,786.59
258,5374,Customer_374,user_374@provider.com,los angeles,28-Jun-24,830.33
259,5150,Customer_150,user_150@provider.com,new york city,01/08/2024,103.92
260,5396,Customer_396,user_396@provider.com,LA,11/14/2024,501.3
261,5038,Customer_38,user_38@provider.com,NY,01-Dec-24,178.06
262,5325,Customer_325,user_325@provider.com,NY,05-Mar-24,1060.71
263,5198,Customer_198,user_198@provider.com,NYC,04-Aug-24,657.47
264,5302,Customer_302,,chicago,08-Feb-24,204.24
265,5146,Customer_146,user_146@provider.com,chicago,06-Apr-24,1197.81
266,5408,Customer_408,user_408@provider.com,los angeles,16-Jan-24,220.22
267,5147,Customer_147,user_147@provider.com,NYC,2024-02-06,340.35
268,5317,Customer_317,user_317@provider.com,Chicago,2024-02-22,74.89
269,5296,Customer_296,user_296@provider.com,NY,2024-06-20,129.72
270,5123,Customer_123,user_123@provider.com,chicago,23-Jan-24,473.17
271,5382,Customer_382,,LA,05/23/2024,706.48
272,5096,Customer_96,user_96@provider.com,Chicago,2024-03-16,565.58
273,5143,Customer_143,user_143@provider.com,NY,2024-12-04,
274,5239,Customer_239,user_239@provider.com,new york city,2024-12-28,210.12
275,5321,Customer_321,user_321@provider.com,Chicago,03-Apr-24,572.65
276,5097,Customer_97,user_97@provider.com,new york city,06/26/2024,
277,5471,Customer_471,user_471@provider.com,los angeles,11/05/2024,780.39
278,5122,Customer_122,user_122@provider.com,los angeles,06/06/2024,1075.15
279,5183,Customer_183,user_183@provider.com,los angeles,02/25/2024,1195.69
280,5202,Customer_202,user_202@provider.com,NYC,08/08/2024,1113.88
281,5246,Customer_246,user_246@provider.com,Chicago,2024-11-26,311.97
282,5316,Customer_316,user_316@provider.com,Los Angeles,04/04/2024,433.18
283,5139,Customer_139,user_139@provider.com,Los Angeles,07/15/2024,729.11
284,5364,Customer_364,user_364@provider.com,los angeles,02-Sep-24,645.82
285,5310,Customer_310,user_310@provider.com,NYC,01/23/2024,380.62
286,5412,Customer_412,user_412@provider.com,NY,11/26/2024,929.81
287,5496,Customer_496,user_496@provider.com,Chicago,12/26/2024,658.81
288,5125,Customer_125,user_125@provider.com,CHI,01/18/2024,603.0
289,5489,Customer_489,,NYC,03/20/2024,1053.94
290,5223,  Customer_223  ,,los angeles,2024-06-28,102.39
291,5290,Customer_290,user_290@provider.com,new york city,02/15/2024,454.09
292,5219,Customer_219,user_219@provider.com,los angeles,08/23/2024,866.86
293,5129,Customer_129,user_129@provider.com,NY,08/15/2024,964.36
294,5437,Customer_437,user_437@provider.com,Los Angeles,25-Oct-24,
295,5298,Customer_298,user_298@provider.com,NYC,08/23/2024,470.22
296,5451,Customer_451,user_451@provider.com,los angeles,26-Sep-24,710.39
297,5392,Customer_392,user_392@provider.com,LA,2024-10-20,
298,5402,Customer_402,user_402@provider.com,new york city,09/22/2024,178.63
299,5368,Customer_368,user_368@provider.com,LA,28-Jul-24,
300,5304,Customer_304,user_304@provider.com,los angeles,22-Jun-24,699.56
301,5294,Customer_294,user_294@provider.com,NYC,11/08/2024,331.95
302,5380,Customer_380,user_380@provider.com,CHI,27-Nov-24,699.5
303,5354,Customer_354,user_354@provider.com,chicago,2024-07-15,733.42
304,5112,Customer_112,user_112@provider.com,Chicago,06/23/2024,907.65
305,5179,Customer_179,user_179@provider.com,NYC,10-Aug-24,
306,5318,Customer_318,user_318@provider.com,LA,21-Nov-24,
307,5424,Customer_424,user_424@provider.com,NYC,13-Oct-24,260.62
308,5341,Customer_341,user_341@provider.com,CHI,2024-07-22,481.78
309,5057,Customer_57,user_57@provider.com,NYC,2024-05-27,955.77
310,5373,Customer_373,user_373@provider.com,CHI,2024-04-28,874.51
311,5233,Customer_233,user_233@provider.com,NY,12/25/2024,1160.02
312,5095,Customer_95,user_95@provider.com,los angeles,01/16/2024,938.28
313,5322,Customer_322,user_322@provider.com,chicago,2024-04-19,650.98
314,5164,Customer_164,user_164@provider.com,chicago,2024-08-15,687.18
315,5136,Customer_136,,new york city,04-Apr-24,109.88
316,5197,Customer_197,user_197@provider.com,chicago,2024-04-27,
317,5258,Customer_258,user_258@provider.com,NYC,05/15/2024,732.09
318,5232,Customer_232,user_232@provider.com,LA,11-Jul-24,230.63
319,5115,Customer_115,user_115@provider.com,NY,2024-04-11,940.3
320,5120,Customer_120,,NY,2024-10-10,1069.04
321,5361,Customer_361,user_361@provider.com,Los Angeles,02/03/2024,369.59
322,5224,Customer_224,,LA,04-Aug-24,1167.27
323,5441,Customer_441,user_441@provider.com,New York,06/05/2024,425.44
324,5348,Customer_348,user_348@provider.com,NY,10/17/2024,607.59
325,5127,Customer_127,user_127@provider.com,CHI,2024-08-04,1110.31
326,5285,Customer_285,user_285@provider.com,CHI,2024-03-25,866.26
327,5428,Customer_428,user_428@provider.com,NY,17-Feb-24,1121.43
328,5107,Customer_107,user_107@provider.com,los angeles,2024-07-23,1121.04
329,5384,Customer_384,user_384@provider.com,CHI,2024-03-28,760.39
330,5336,Customer_336,user_336@provider.com,new york city,2024-08-17,346.47
331,5133,Customer_133,user_133@provider.com,NY,21-Oct-24,989.47
332,5377,Customer_377,user_377@provider.com,NY,25-Sep-24,1160.98
333,5044,Customer_44,user_44@provider.com,Chicago,05/14/2024,546.59
334,5481,Customer_481,user_481@provider.com,chicago,01/12/2024,223.31
335,5065,  Customer_65  ,user_65@provider.com,LA,2024-02-19,185.14
336,5283,Customer_283,user_283@provider.com,Chicago,05/24/2024,733.89
337,5085,Customer_85,user_85@provider.com,New York,12/05/2024,423.59
338,5242,Customer_242,user_242@provider.com,Los Angeles,2024-06-26,425.04
339,5186,Customer_186,user_186@provider.com,CHI,2024-08-14,597.07
340,5399,Customer_399,user_399@provider.com,chicago,02/12/2024,1049.29
341,5159,Customer_159,user_159@provider.com,LA,20-May-24,56.24
342,5012,Customer_12,user_12@provider.com,New York,2024-11-23,1050.83
